Distance, Trained X, Trained Y, Trained angle, Trained Response, Querry X, Querry Y, Querry angle, Querry Response, Ground Truth
37.000000,217.000000,29.000000,149.300278,21.000000,197.000000,29.000000,154.057709,22.000000,82.000000
19.000000,303.000000,28.000000,-38.990997,22.000000,283.000000,29.000000,-39.805573,27.000000,84.000000
54.000000,43.000000,30.000000,-110.136299,15.000000,25.000000,30.000000,-104.036247,15.000000,73.000000
31.000000,90.000000,30.000000,80.272423,15.000000,71.000000,30.000000,83.480194,14.000000,77.000000
57.000000,109.000000,30.000000,0.000000,40.000000,90.000000,30.000000,-3.179830,47.000000,79.000000
66.000000,135.000000,33.000000,-165.343246,12.000000,115.000000,30.000000,-174.986893,10.000000,81.000000
4.000000,170.000000,30.000000,-107.318939,16.000000,149.000000,30.000000,-107.318939,13.000000,84.000000
18.000000,184.000000,30.000000,161.205841,46.000000,163.000000,30.000000,162.087494,35.000000,85.000000
69.000000,205.000000,31.000000,-3.576334,31.000000,185.000000,30.000000,2.202598,33.000000,83.000000
39.000000,212.000000,30.000000,121.607506,11.000000,191.000000,30.000000,114.443954,10.000000,82.000000
8.000000,84.000000,31.000000,99.566689,21.000000,65.000000,31.000000,100.933815,20.000000,77.000000
78.000000,97.000000,31.000000,46.909153,24.000000,77.000000,31.000000,56.309933,25.000000,78.000000
26.000000,123.000000,31.000000,-13.671308,29.000000,103.000000,31.000000,-14.381395,27.000000,81.000000
44.000000,68.000000,32.000000,63.725788,18.000000,50.000000,32.000000,59.601269,17.000000,76.000000
79.000000,84.000000,31.000000,99.566689,21.000000,71.000000,32.000000,96.340195,10.000000,77.000000
87.000000,105.000000,32.000000,129.093857,23.000000,85.000000,32.000000,135.000000,32.000000,79.000000
26.000000,163.000000,32.000000,-115.173515,17.000000,142.000000,32.000000,-114.486679,15.000000,84.000000
7.000000,167.000000,32.000000,-106.429298,14.000000,146.000000,32.000000,-107.049026,14.000000,84.000000
14.000000,184.000000,32.000000,165.419571,13.000000,163.000000,32.000000,165.579224,10.000000,85.000000
101.000000,101.000000,34.000000,130.763596,16.000000,82.000000,33.000000,128.659805,14.000000,79.000000
11.000000,189.000000,33.000000,23.629377,16.000000,168.000000,33.000000,24.594110,15.000000,85.000000
91.000000,198.000000,33.000000,90.000000,44.000000,177.000000,33.000000,71.565048,38.000000,84.000000
55.000000,44.000000,34.000000,-51.009007,22.000000,26.000000,34.000000,-43.531200,24.000000,73.000000
68.000000,251.000000,34.000000,32.319614,18.000000,232.000000,34.000000,37.694241,23.000000,79.000000
44.000000,257.000000,34.000000,84.289406,18.000000,237.000000,34.000000,90.000000,17.000000,78.000000
37.000000,271.000000,34.000000,14.215854,11.000000,250.000000,34.000000,13.851418,11.000000,84.000000
67.000000,106.000000,35.000000,124.902496,12.000000,88.000000,35.000000,126.869904,13.000000,79.000000
24.000000,156.000000,35.000000,-121.900162,21.000000,135.000000,35.000000,-121.218399,39.000000,83.000000
121.000000,200.000000,35.000000,11.309933,30.000000,179.000000,35.000000,-11.309933,31.000000,83.000000
14.000000,308.000000,35.000000,-61.287361,18.000000,287.000000,35.000000,-59.947552,22.000000,83.000000
29.000000,44.000000,36.000000,-57.692669,53.000000,26.000000,36.000000,-60.086357,52.000000,74.000000
33.000000,306.000000,37.000000,-132.410492,41.000000,285.000000,36.000000,-135.000000,34.000000,84.000000
15.000000,355.000000,35.000000,-33.936497,22.000000,335.000000,36.000000,-34.438988,23.000000,84.000000
33.000000,52.000000,37.000000,-77.763893,16.000000,33.000000,37.000000,-76.607506,14.000000,74.000000
83.000000,263.000000,37.000000,-146.309937,41.000000,244.000000,37.000000,-134.118591,42.000000,77.000000
15.000000,59.000000,38.000000,-64.983109,10.000000,40.000000,38.000000,-65.048485,11.000000,75.000000
97.000000,180.000000,38.000000,164.054596,22.000000,157.000000,38.000000,167.275650,19.000000,85.000000
48.000000,198.000000,38.000000,132.878906,48.000000,177.000000,38.000000,128.659805,51.000000,84.000000
69.000000,268.000000,38.000000,12.395407,23.000000,247.000000,38.000000,6.519802,36.000000,77.000000
33.000000,336.000000,38.000000,107.484428,71.000000,315.000000,38.000000,109.112976,63.000000,71.000000
34.000000,403.000000,37.000000,140.710602,40.000000,383.000000,38.000000,144.293304,38.000000,84.000000
12.000000,53.000000,39.000000,-77.763893,16.000000,34.000000,39.000000,-78.967529,18.000000,74.000000
75.000000,121.000000,40.000000,-95.630684,49.000000,98.000000,39.000000,-104.257034,34.000000,93.000000
58.000000,147.000000,40.000000,-129.400665,10.000000,128.000000,39.000000,-133.602814,16.000000,83.000000
67.000000,154.000000,38.000000,-126.607079,12.000000,130.000000,39.000000,-137.290619,15.000000,83.000000
29.000000,176.000000,39.000000,151.232361,22.000000,155.000000,39.000000,155.224854,21.000000,85.000000
52.000000,254.000000,39.000000,-61.144337,14.000000,235.000000,39.000000,-69.325577,18.000000,78.000000
92.000000,397.000000,40.000000,83.817070,17.000000,376.000000,39.000000,76.729355,13.000000,83.000000
27.000000,61.000000,40.000000,-69.399437,12.000000,43.000000,40.000000,-70.451447,16.000000,76.000000
11.000000,78.000000,40.000000,-92.185799,24.000000,59.000000,40.000000,-92.121094,27.000000,77.000000
17.000000,101.000000,40.000000,-93.077454,21.000000,81.000000,40.000000,-93.012787,19.000000,79.000000
55.000000,132.000000,41.000000,-93.094055,28.000000,112.000000,40.000000,-101.842072,20.000000,82.000000
18.000000,162.000000,40.000000,62.604633,11.000000,141.000000,40.000000,61.448608,11.000000,84.000000
33.000000,262.000000,40.000000,-173.367477,21.000000,243.000000,40.000000,-171.869888,17.000000,77.000000
74.000000,268.000000,38.000000,12.395407,23.000000,248.000000,40.000000,-0.556252,11.000000,77.000000
45.000000,277.000000,40.000000,-17.354025,11.000000,256.000000,40.000000,-11.888658,11.000000,84.000000
41.000000,408.000000,43.000000,130.601288,18.000000,385.000000,40.000000,131.423676,22.000000,84.000000
32.000000,71.000000,41.000000,-88.908783,22.000000,53.000000,41.000000,-86.325500,19.000000,76.000000
13.000000,151.000000,41.000000,90.000000,13.000000,130.000000,41.000000,90.000000,16.000000,83.000000
10.000000,153.000000,41.000000,90.000000,20.000000,132.000000,41.000000,88.919075,15.000000,83.000000
68.000000,302.000000,42.000000,-125.793587,38.000000,283.000000,41.000000,-118.587906,29.000000,83.000000
24.000000,359.000000,40.000000,-40.683975,28.000000,339.000000,41.000000,-40.985825,31.000000,84.000000
12.000000,78.000000,42.000000,-91.613541,23.000000,59.000000,42.000000,-90.812653,22.000000,77.000000
34.000000,86.000000,42.000000,-84.217606,17.000000,65.000000,42.000000,-84.685455,15.000000,78.000000
17.000000,95.000000,42.000000,-74.427460,13.000000,75.000000,42.000000,-73.393021,12.000000,79.000000
46.000000,145.000000,41.000000,-120.256439,20.000000,123.000000,42.000000,-114.842392,30.000000,83.000000
57.000000,267.000000,43.000000,-10.669783,12.000000,247.000000,42.000000,-5.079608,27.000000,78.000000
22.000000,339.000000,42.000000,120.296448,10.000000,318.000000,42.000000,120.379120,12.000000,84.000000
7.000000,43.000000,43.000000,114.775139,19.000000,25.000000,43.000000,115.186211,18.000000,74.000000
14.000000,46.000000,43.000000,118.210167,15.000000,28.000000,43.000000,116.565048,14.000000,74.000000
69.000000,58.000000,43.000000,-5.492324,11.000000,37.000000,43.000000,8.914927,14.000000,75.000000
17.000000,58.000000,43.000000,-5.492324,11.000000,40.000000,43.000000,-5.492324,10.000000,75.000000
58.000000,137.000000,43.000000,-115.581528,15.000000,116.000000,43.000000,-119.604454,14.000000,82.000000
37.000000,140.000000,44.000000,-123.366371,13.000000,121.000000,43.000000,-122.399841,23.000000,83.000000
6.000000,157.000000,43.000000,69.968994,18.000000,136.000000,43.000000,69.695526,17.000000,84.000000
46.000000,207.000000,44.000000,-95.869598,13.000000,186.000000,44.000000,-91.606003,22.000000,84.000000
78.000000,231.000000,45.000000,41.433331,61.000000,206.000000,44.000000,36.131737,59.000000,81.000000
38.000000,392.000000,44.000000,65.828560,15.000000,371.000000,44.000000,63.911076,15.000000,84.000000
76.000000,117.000000,47.000000,-134.392639,37.000000,94.000000,45.000000,-141.811920,62.000000,81.000000
45.000000,160.000000,44.000000,52.507347,11.000000,139.000000,45.000000,51.679886,13.000000,84.000000
38.000000,252.000000,45.000000,-61.132843,19.000000,232.000000,45.000000,-59.139111,12.000000,79.000000
50.000000,256.000000,45.000000,-57.112625,12.000000,236.000000,45.000000,-56.309933,14.000000,79.000000
56.000000,364.000000,46.000000,-39.726105,16.000000,342.000000,45.000000,-38.829823,25.000000,84.000000
54.000000,388.000000,45.000000,89.138474,46.000000,368.000000,45.000000,78.186859,44.000000,66.000000
47.000000,57.000000,47.000000,96.102776,13.000000,37.000000,46.000000,93.012787,10.000000,76.000000
12.000000,82.000000,46.000000,-48.652222,12.000000,63.000000,46.000000,-49.236397,13.000000,78.000000
37.000000,111.000000,46.000000,-103.020767,11.000000,89.000000,46.000000,-104.364578,10.000000,80.000000
32.000000,144.000000,46.000000,74.744881,11.000000,124.000000,46.000000,71.365417,11.000000,83.000000
26.000000,179.000000,46.000000,-170.095825,28.000000,158.000000,46.000000,-167.137238,32.000000,86.000000
68.000000,188.000000,46.000000,-25.769327,46.000000,166.000000,46.000000,-18.838434,40.000000,85.000000
65.000000,271.000000,47.000000,-57.893742,64.000000,249.000000,46.000000,-61.762554,53.000000,84.000000
79.000000,306.000000,46.000000,-105.865707,34.000000,288.000000,46.000000,-76.373001,30.000000,0.000000
20.000000,200.000000,47.000000,-97.969612,15.000000,179.000000,47.000000,-100.007980,17.000000,84.000000
49.000000,243.000000,50.000000,156.641251,32.000000,217.000000,47.000000,161.715958,14.000000,80.000000
11.000000,63.000000,48.000000,103.671310,10.000000,44.000000,48.000000,104.511063,12.000000,76.000000
89.000000,111.000000,48.000000,-104.788681,18.000000,91.000000,48.000000,-114.376472,16.000000,80.000000
44.000000,128.000000,48.000000,-16.273870,24.000000,108.000000,48.000000,-16.470428,18.000000,82.000000
49.000000,153.000000,48.000000,95.440331,33.000000,132.000000,48.000000,101.309937,32.000000,84.000000
9.000000,196.000000,48.000000,-137.489548,42.000000,175.000000,48.000000,-138.257217,43.000000,85.000000
57.000000,258.000000,48.000000,-39.852116,21.000000,238.000000,48.000000,-40.638428,28.000000,78.000000
42.000000,302.000000,48.000000,-150.018356,16.000000,283.000000,48.000000,-147.619324,18.000000,0.000000
59.000000,355.000000,47.000000,-125.247566,13.000000,333.000000,48.000000,-131.951614,12.000000,83.000000
9.000000,78.000000,49.000000,-74.427460,27.000000,59.000000,49.000000,-74.827087,29.000000,78.000000
61.000000,78.000000,49.000000,-74.427460,27.000000,65.000000,49.000000,-79.992020,12.000000,78.000000
43.000000,102.000000,49.000000,-100.527786,14.000000,82.000000,49.000000,-104.868279,11.000000,80.000000
72.000000,125.000000,48.000000,-19.778885,20.000000,103.000000,49.000000,-15.068488,22.000000,82.000000
106.000000,29.000000,46.000000,-129.173660,15.000000,112.000000,49.000000,102.200470,30.000000,73.000000
44.000000,155.000000,49.000000,-4.969741,23.000000,134.000000,49.000000,0.000000,19.000000,84.000000
24.000000,157.000000,49.000000,1.909153,11.000000,136.000000,49.000000,4.085617,13.000000,84.000000
64.000000,186.000000,49.000000,-13.722298,13.000000,165.000000,49.000000,-6.505627,14.000000,86.000000
38.000000,200.000000,49.000000,-9.462322,17.000000,179.000000,49.000000,-18.434948,20.000000,84.000000
83.000000,412.000000,49.000000,111.336861,27.000000,391.000000,49.000000,123.178513,43.000000,83.000000
9.000000,67.000000,50.000000,112.880638,12.000000,48.000000,50.000000,111.885796,14.000000,76.000000
13.000000,153.000000,50.000000,143.471146,27.000000,132.000000,50.000000,142.523819,24.000000,84.000000
61.000000,304.000000,48.000000,-127.438568,18.000000,284.000000,50.000000,-167.691986,20.000000,0.000000
74.000000,364.000000,52.000000,-18.434948,19.000000,342.000000,50.000000,-21.801409,18.000000,0.000000
6.000000,71.000000,51.000000,117.103867,30.000000,52.000000,51.000000,116.734558,28.000000,77.000000
43.000000,135.000000,51.000000,70.740707,13.000000,114.000000,51.000000,72.943031,20.000000,82.000000
41.000000,179.000000,51.000000,-148.465210,18.000000,157.000000,51.000000,-146.449341,25.000000,86.000000
35.000000,188.000000,51.000000,14.898695,24.000000,167.000000,51.000000,15.875947,25.000000,86.000000
93.000000,213.000000,51.000000,-20.224859,26.000000,192.000000,51.000000,-6.340192,27.000000,83.000000
30.000000,349.000000,51.000000,-167.672226,16.000000,328.000000,51.000000,-172.252228,14.000000,84.000000
20.000000,76.000000,52.000000,99.280045,11.000000,57.000000,52.000000,97.983322,12.000000,78.000000
62.000000,126.000000,53.000000,-0.648604,39.000000,103.000000,52.000000,11.768289,83.000000,82.000000
57.000000,175.000000,52.000000,-126.229233,12.000000,154.000000,52.000000,-131.633530,14.000000,86.000000
56.000000,266.000000,52.000000,-10.933817,24.000000,246.000000,52.000000,-3.333851,22.000000,78.000000
61.000000,274.000000,52.000000,-36.253838,15.000000,254.000000,52.000000,-34.346100,24.000000,84.000000
28.000000,47.000000,53.000000,-150.802521,30.000000,28.000000,53.000000,-147.847702,27.000000,75.000000
47.000000,101.000000,53.000000,94.361572,26.000000,81.000000,53.000000,99.981834,22.000000,80.000000
47.000000,172.000000,54.000000,-117.824097,19.000000,152.000000,53.000000,-120.296448,15.000000,86.000000
75.000000,181.000000,57.000000,177.709396,17.000000,160.000000,53.000000,-179.265472,35.000000,87.000000
40.000000,199.000000,53.000000,175.236359,20.000000,178.000000,53.000000,173.418045,20.000000,85.000000
82.000000,416.000000,53.000000,134.409332,21.000000,395.000000,53.000000,135.000000,31.000000,84.000000
42.000000,49.000000,54.000000,-63.434952,28.000000,30.000000,54.000000,-69.443954,21.000000,75.000000
29.000000,153.000000,54.000000,153.434952,42.000000,132.000000,54.000000,156.948700,47.000000,84.000000
69.000000,227.000000,54.000000,38.424831,45.000000,202.000000,54.000000,28.629850,43.000000,82.000000
69.000000,262.000000,55.000000,21.161259,20.000000,242.000000,54.000000,11.725112,24.000000,78.000000
31.000000,47.000000,55.000000,-157.249023,23.000000,28.000000,55.000000,-155.897766,25.000000,75.000000
66.000000,53.000000,54.000000,61.389542,21.000000,34.000000,55.000000,56.633633,25.000000,76.000000
26.000000,98.000000,55.000000,95.194427,28.000000,78.000000,55.000000,95.931534,24.000000,80.000000
28.000000,101.000000,55.000000,90.987755,33.000000,81.000000,55.000000,94.573921,26.000000,80.000000
43.000000,106.000000,55.000000,93.348595,10.000000,84.000000,55.000000,91.531609,18.000000,80.000000
81.000000,159.000000,56.000000,-72.979469,21.000000,138.000000,55.000000,-63.434952,11.000000,85.000000
23.000000,234.000000,55.000000,143.615646,16.000000,209.000000,55.000000,136.974930,16.000000,103.000000
29.000000,239.000000,55.000000,160.271118,18.000000,214.000000,55.000000,153.799896,12.000000,103.000000
14.000000,324.000000,55.000000,-28.421209,30.000000,303.000000,55.000000,-28.465162,28.000000,84.000000
33.000000,371.000000,55.000000,-24.102236,16.000000,350.000000,55.000000,-21.230612,13.000000,84.000000
55.000000,51.000000,56.000000,31.701427,28.000000,32.000000,56.000000,25.974394,26.000000,76.000000
63.000000,73.000000,57.000000,93.366463,27.000000,54.000000,56.000000,97.957527,27.000000,78.000000
71.000000,116.000000,54.000000,166.538849,64.000000,92.000000,56.000000,165.358109,67.000000,82.000000
38.000000,168.000000,56.000000,-105.422157,13.000000,147.000000,56.000000,-106.429298,16.000000,85.000000
47.000000,192.000000,56.000000,-117.758537,18.000000,171.000000,56.000000,-123.023865,19.000000,85.000000
14.000000,200.000000,56.000000,140.063614,13.000000,179.000000,56.000000,141.188614,11.000000,84.000000
91.000000,264.000000,56.000000,22.873665,29.000000,245.000000,56.000000,21.991129,45.000000,78.000000
87.000000,268.000000,53.000000,16.620756,10.000000,247.000000,56.000000,16.448608,12.000000,84.000000
28.000000,278.000000,56.000000,-53.914928,25.000000,257.000000,56.000000,-54.196655,15.000000,84.000000
107.000000,418.000000,55.000000,136.432098,27.000000,398.000000,56.000000,131.987213,24.000000,84.000000
27.000000,162.000000,57.000000,-105.101097,24.000000,141.000000,57.000000,-108.434952,31.000000,85.000000
41.000000,178.000000,57.000000,138.468231,23.000000,157.000000,57.000000,145.109299,19.000000,87.000000
55.000000,189.000000,57.000000,-5.194429,16.000000,167.000000,57.000000,-1.660282,12.000000,86.000000
52.000000,195.000000,57.000000,-102.875008,39.000000,174.000000,57.000000,-98.130096,47.000000,85.000000
83.000000,256.000000,57.000000,76.890793,26.000000,237.000000,57.000000,65.272682,27.000000,79.000000
54.000000,67.000000,58.000000,157.380142,41.000000,48.000000,58.000000,150.802521,29.000000,77.000000
46.000000,98.000000,58.000000,97.045769,32.000000,78.000000,58.000000,100.420715,22.000000,80.000000
28.000000,164.000000,59.000000,-95.136383,10.000000,144.000000,58.000000,-101.040939,14.000000,85.000000
61.000000,217.000000,58.000000,23.794836,22.000000,196.000000,58.000000,22.186678,27.000000,83.000000
40.000000,273.000000,58.000000,148.815033,13.000000,252.000000,58.000000,136.080917,12.000000,84.000000
30.000000,47.000000,59.000000,137.862411,42.000000,28.000000,59.000000,143.130096,46.000000,75.000000
85.000000,55.000000,58.000000,9.688787,16.000000,36.000000,59.000000,-11.944178,10.000000,76.000000
59.000000,127.000000,56.000000,-9.703930,18.000000,105.000000,59.000000,-12.395407,22.000000,82.000000
34.000000,162.000000,60.000000,-95.194427,15.000000,142.000000,59.000000,-102.200470,25.000000,85.000000
23.000000,167.000000,59.000000,-31.184975,11.000000,146.000000,59.000000,-25.277723,10.000000,86.000000
47.000000,172.000000,59.000000,52.895763,33.000000,150.000000,59.000000,48.576332,32.000000,86.000000
44.000000,177.000000,59.000000,140.132553,51.000000,155.000000,59.000000,132.739502,49.000000,87.000000
53.000000,308.000000,60.000000,75.004921,75.000000,288.000000,59.000000,76.152016,46.000000,74.000000
18.000000,380.000000,59.000000,-31.827446,15.000000,359.000000,59.000000,-31.108810,14.000000,84.000000
27.000000,67.000000,60.000000,158.682083,35.000000,48.000000,60.000000,157.693802,35.000000,77.000000
91.000000,69.000000,59.000000,93.012787,18.000000,50.000000,60.000000,97.431404,21.000000,77.000000
58.000000,101.000000,60.000000,75.323608,35.000000,81.000000,60.000000,87.978638,32.000000,80.000000
50.000000,108.000000,60.000000,175.292145,37.000000,88.000000,60.000000,179.169693,41.000000,81.000000
38.000000,226.000000,60.000000,23.474617,13.000000,201.000000,60.000000,20.977808,13.000000,82.000000
21.000000,327.000000,59.000000,-36.253838,20.000000,307.000000,60.000000,-37.670254,29.000000,84.000000
70.000000,374.000000,60.000000,-3.179830,32.000000,353.000000,60.000000,9.727578,31.000000,84.000000
67.000000,52.000000,60.000000,-26.565050,17.000000,33.000000,61.000000,-28.926424,13.000000,76.000000
38.000000,87.000000,61.000000,163.855667,38.000000,68.000000,61.000000,170.837646,33.000000,79.000000
54.000000,131.000000,61.000000,-6.927218,49.000000,110.000000,61.000000,0.000000,65.000000,83.000000
65.000000,133.000000,61.000000,-11.402494,18.000000,112.000000,61.000000,-12.042576,17.000000,83.000000
40.000000,159.000000,62.000000,-94.144623,15.000000,139.000000,61.000000,-94.447388,17.000000,85.000000
35.000000,181.000000,61.000000,-178.451843,38.000000,159.000000,61.000000,-176.837692,37.000000,87.000000
50.000000,278.000000,61.000000,-118.950996,42.000000,258.000000,61.000000,-112.948936,36.000000,0.000000
55.000000,371.000000,61.000000,82.519112,30.000000,350.000000,61.000000,73.050781,34.000000,84.000000
45.000000,105.000000,62.000000,163.909180,20.000000,85.000000,62.000000,173.589157,25.000000,81.000000
46.000000,168.000000,62.000000,26.952179,22.000000,146.000000,62.000000,24.205885,30.000000,86.000000
28.000000,195.000000,62.000000,57.847706,31.000000,174.000000,62.000000,56.611488,25.000000,85.000000
20.000000,66.000000,63.000000,-167.799530,49.000000,47.000000,63.000000,-169.045944,53.000000,77.000000
43.000000,177.000000,63.000000,-144.057877,38.000000,156.000000,63.000000,-141.938385,43.000000,87.000000
58.000000,193.000000,63.000000,96.911224,40.000000,172.000000,63.000000,88.567902,29.000000,86.000000
9.000000,52.000000,64.000000,-45.000000,22.000000,33.000000,64.000000,-46.548161,21.000000,76.000000
62.000000,108.000000,64.000000,-164.337891,26.000000,88.000000,64.000000,-169.101273,30.000000,81.000000
30.000000,116.000000,64.000000,177.273697,84.000000,93.000000,64.000000,178.044312,96.000000,94.000000
21.000000,127.000000,64.000000,-12.696549,12.000000,104.000000,64.000000,-12.505999,11.000000,93.000000
22.000000,154.000000,64.000000,-107.690887,17.000000,133.000000,64.000000,-109.855209,12.000000,85.000000
52.000000,189.000000,64.000000,82.405357,28.000000,168.000000,64.000000,81.253838,28.000000,86.000000
16.000000,383.000000,64.000000,-56.821487,19.000000,362.000000,64.000000,-56.592175,18.000000,85.000000
109.000000,89.000000,65.000000,-83.290161,19.000000,70.000000,65.000000,-61.389542,10.000000,80.000000
75.000000,100.000000,65.000000,-82.405357,22.000000,80.000000,65.000000,-95.710594,19.000000,80.000000
59.000000,242.000000,65.000000,177.983383,20.000000,216.000000,65.000000,-169.770996,28.000000,102.000000
98.000000,250.000000,65.000000,174.011856,10.000000,230.000000,65.000000,-176.748062,14.000000,80.000000
39.000000,366.000000,64.000000,59.721439,15.000000,344.000000,65.000000,57.821342,13.000000,83.000000
93.000000,86.000000,67.000000,-167.366638,47.000000,67.000000,66.000000,-150.642242,44.000000,80.000000
65.000000,108.000000,66.000000,-172.108292,42.000000,88.000000,66.000000,-172.122299,45.000000,81.000000
57.000000,139.000000,66.000000,-87.321449,19.000000,118.000000,66.000000,-90.339027,17.000000,84.000000
15.000000,144.000000,66.000000,-104.966721,12.000000,123.000000,66.000000,-105.797630,14.000000,84.000000
88.000000,169.000000,67.000000,-47.202599,36.000000,149.000000,66.000000,-70.253159,20.000000,86.000000
44.000000,211.000000,66.000000,19.440035,17.000000,190.000000,66.000000,23.025492,16.000000,84.000000
32.000000,331.000000,65.000000,-63.434952,18.000000,311.000000,66.000000,-56.830112,22.000000,84.000000
73.000000,69.000000,68.000000,-125.942116,17.000000,50.000000,67.000000,-135.000000,22.000000,78.000000
80.000000,173.000000,67.000000,-126.972763,25.000000,152.000000,67.000000,-132.978638,15.000000,87.000000
77.000000,244.000000,66.000000,168.202759,13.000000,218.000000,67.000000,-173.659821,14.000000,102.000000
24.000000,329.000000,67.000000,-120.837837,37.000000,308.000000,67.000000,-118.029686,41.000000,84.000000
24.000000,335.000000,67.000000,-42.751667,12.000000,314.000000,67.000000,-42.619881,13.000000,84.000000
9.000000,385.000000,67.000000,-23.574707,35.000000,364.000000,67.000000,-22.932100,35.000000,85.000000
35.000000,115.000000,68.000000,-161.305008,19.000000,92.000000,68.000000,-164.822266,20.000000,94.000000
32.000000,123.000000,68.000000,77.005386,17.000000,100.000000,68.000000,74.389008,17.000000,94.000000
108.000000,164.000000,67.000000,34.865749,23.000000,140.000000,68.000000,43.434933,18.000000,86.000000
53.000000,180.000000,68.000000,-171.170258,16.000000,159.000000,68.000000,-171.384354,23.000000,87.000000
54.000000,186.000000,68.000000,2.021365,12.000000,164.000000,68.000000,5.617580,11.000000,86.000000
57.000000,312.000000,68.000000,19.290045,10.000000,291.000000,68.000000,29.054604,11.000000,84.000000
34.000000,380.000000,67.000000,-50.194427,17.000000,360.000000,68.000000,-47.862404,25.000000,84.000000
12.000000,44.000000,69.000000,-92.202599,13.000000,25.000000,69.000000,-92.726311,13.000000,76.000000
30.000000,52.000000,69.000000,-69.727310,30.000000,33.000000,69.000000,-67.306206,26.000000,77.000000
42.000000,89.000000,69.000000,-143.972626,14.000000,69.000000,69.000000,-149.036240,10.000000,80.000000
82.000000,247.000000,73.000000,-167.675278,69.000000,89.000000,69.000000,-164.810715,32.000000,101.000000
87.000000,130.000000,68.000000,-42.305717,85.000000,107.000000,69.000000,-39.308903,49.000000,83.000000
107.000000,161.000000,70.000000,50.194427,45.000000,142.000000,69.000000,39.045895,17.000000,86.000000
47.000000,172.000000,69.000000,-119.180801,27.000000,151.000000,69.000000,-121.087509,26.000000,87.000000
